siteID,sitename,latitude,longitude,location,description
3,SECOND-GROWTH HARDWOOD FOREST,41.7,73.2,"Connecticut; Litchfield Co.; Morris; White Memorial Foundation– Van Winkle Road; 41°42'N, 73°12'W; Litchfield Quadrangle, USGS.","See Aud. Field Notes 19:590–591 (1965), J. Field Ornithol. 64(Suppl.): 37–38 (1993), and Bird Populations 8:126 (2007)."
3,SECOND-GROWTH HARDWOOD FOREST,41.7,73.2,"Connecticut; Litchfield Co.; Morris; White Memorial Foundation–Van Winkle Road; 41°42'N, 73°12'W; Litchfield Quadrangle, USGS.","See Aud. Field Notes 19:590–591 (1965), J. Field Ornithol. 64(Suppl.):37–38 (1993), and Bird Populations 8:126 (2007). Frequent flooding of the brooks that flow through the plot has deposited quite a bit of silt which hasn't been good for native herbaceous plants. Nonnative invasive species like Garlic Mustard are thriving."
4,UPLAND BRUSHY PASTURE,41.7,73.21666666666667,"Connecticut; Litchfield Co.; Bantam; 41°42'N, 73°13'W; Litchfield Quadrangle, USGS.",See Aud. Field Notes 19:609-610 (1965). The name of the plot no longer accurately describes the habitat. We have retained it for the sake of continuity.
5,MIXED DECIDUOUS SECOND-GROWTH,41.86666666666667,87.86666666666666,"Illinois; Cook Co.; Elmwood Park; 41°52'N, 87°52'W; River Forest Quadrangle, USGS.",See Amer. Birds 38:85 (1984).
6,MATURE DECIDUOUS FLOODPLAIN FOREST,38.96666666666667,77.13333333333334,"Maryland; Montgomery C0.; Glen Echo; Cabin John Island; 38°58'N, 77°08'W; Falls Church Quadrangle, USGS.",See Aud. Field Notes 12124213 (1947).
6,MATURE DECIDUOUS FLOODPLAIN FOREST,38.96666666666667,77.13333333333334,"Maryland; Montgomery 00.; Glen Echo; Cabin John Island; 38°58'N, 77°08'W; Falls Church Quadrangle, USGS.",See Aud. Field Notes 1:212-213 (1947).
6,MATURE DECIDUOUS FLOODPLAIN FOREST,38.96666666666667,77.13333333333334,"Maryland; Montgomery Co.; Glen Echo; Cabin John Island; 38°58'N, 77°8'W; Falls Church Quadrangle, USGS.",See Aud. Field Notes 1:212-213 (1947).
6,MATURE DECIDUOUS FLOODPLAIN FOREST,38.96666666666667,77.13333333333334,"Maryland; Montgomery Co.; Glen Echo; Cabin John Island; 38°58'N, 77°8'W; Falls Church Quadrangle, USGS.",See Aud. Field Notes 1:212-213 (1947).
6,MATURE DECIDUOUS FLOODPLAIN FOREST,38.96666666666667,77.13333333333334,"Maryland; Montgomery Co.; Glen Echo; Cabinjohn Island; 38°58'N, 77°8'W; Falls Church Quadrangle, USGS.","See And. Field Notes 1:212-213 (1947). A rectangular plot (180 X 525 m) with a closed canopy dominated by American sycamore (57% relative cover), box elder (9%), black walnut (8%), and white ash (7%), estimated to be greater than 100 years of age. Mean canopy height, 32 in (range 20-40 m). The nearly continuous understory is dominated by pawpaw (66% relative cover), spicebush (17%), and box elder (6%). The ground cover is dominated by broad-leafed waterleaf and mayapple during May andjune, and by wild ginger and golden ragwort later in the summer. The ground cover was near 100% in May, but only 57% in late June and July. There is one stream with a maximum width of 10 In and a maximum depth of 1 m."
6,MATURE DECIDUOUS FLOODPLAIN FOREST,38.96666666666667,77.13333333333334,"Maryland; Montgomery (10.; Glen Echo; Cabin john Island; 38°58'N, 77°8'W; Falls Church Quadrangle, USGS.",See Aud. Field Notes 1:212-213 (1947) and]. Field Ornithol. 65(Suppl.):50-51 (1994).
7,MATURE BEECH-MAPLE FOREST,43.266666666666666,77.1,"New York; Wayne C0,; SOdus; 43°16'N, 77°06'W; Salmon Creek Quadrangle, USGS.","Dominant trees: White Ash, Red Maple, American Beech; dominant shrubs: White Ash, Red Maple; ground cover: ash, maple and beech seedlings, and ferns. Forest bisected by hardtop road with a summer cottage located along the road in the forest."
8,WHITE ASH-RED MAPLE FOREST,43.333333333333336,76.73333333333333,"New York; Wayne Co.; Fairhaven; 43°20'N, 76°44'W; Fair Haven Quadrangle, USGS.","Dominant trees: White Ash, Red Maple, Quaking Aspen; dominant shrubs: Arrowwood and dogwood; ground cover: Sensitive Fern and goldenrod. Dead end road traverses the plot."
8,WHITE ASH-RED MAPLE FOREST,43.333333333333336,76.73333333333333,"New York; Wayne Co.; Fairhaven; 43°20'N, 76°44'W; Fair Haven Quadrangle, USGS.",Young (23-year old) coastal zone forest. See j. Field Omit/201. 60(suppl.):69 (1989).
8,WHITE ASH-RED MAPLE FOREST,43.333333333333336,76.73333333333333,"New York; Wayne Co.; Fair Haven; Metzger Road; 43°20'N, 76°44'W; Fair Haven Quadrangle, USGS.",Young (24-yr 01d) coastal zone forest; See ]. Field Ornithol. 60 (suppl.): 69 (1989).
8,WHITE ASH-RED MAPLE FOREST,43.333333333333336,76.73333333333333,"New York; Wayne 00.; Fair Haven; Metzger Road; 43°20'N, 76°44'W; Oswego Quadrangle, USGS.",See ]. Field Ornithol. 60 (Supp1.):29.
9,BEECH-MAPLE FOREST,43.266666666666666,77.31666666666666,"New York; Wayne Co.; Ontario; 43°16'N, 77°19'W; Furnaceville Quadrangle, USGS.","Dominant trees: American Beech, Sugar Maple, White Ash; dominant shrubs: Sugar Maple and American Beech; ground cover: beech and maple seedlings. Mature forest and abandoned estate."
10,ABANDONED ORCHARD,43.333333333333336,76.71666666666667,"New York; Wayne Co; Wolcott; 43°20'N, 76°43'W; F airhaven Quadrangle, USGS.","Abandoned orchard traversed by hardtop town highway and a logging road into a wildlife management area. Dominant trees: White Ash, Red Maple, Staghorn Sumac; dominant shrubs: Redosier Dogwood and Arrowwood; ground cover: grasses and Poison Ivy."
11,ABANDONED APPLE ORCHARD,43.28333333333333,77.18333333333334,"New York; Wayne Co.; Pultneyville; 43°17'N, 77°11'W; Pultneyville Quadrangle, USGS.",Access road separates abandoned orchard from apple orchard and corn field. Dominant trees: Apple; dominant shrubs: dogwood and White Ash; ground cover: grasses and ash seedlings. Water: Marsh with standing water 10 In across and 1 m deep.
12,OAK-MAPLE SLOPE FOREST,40.75,75.83333333333333,"Pennsylvania; Berks Co.; Kempton; Hawk Mountain Sanctuary; River of Rocks; 40°45'N, 75°50'W; New Ringold Quadrangle, USGS.",See Amer. Birds 37:55 (1983).
12,OAK-MAPLE SLOPE FOREST,40.75,75.83333333333333,"Pennsylvania; Berks Co.; Kempton; Hawk Mountain Sanctuary; River of Rocks; 40°45'N, 75°50'W; New Ringgold Quadrangle, USGS.",See Am. Birds 37:55 (1983).
12,OAK-MAPLE SLOPE FOREST,40.75,75.83333333333333,"Pennsylvania; Berks Co.; Eckville; River of Rocks; 40°45'N, 75°50'W; New Ringgold Quadrangle, USGS.",See Am. Birds 37:55 (1983).
12,OAK-MAPLE SLOPE FOREST,40.75,75.83333333333333,"Pennsylvania; Berks C0.; Eckville; River of Rocks; 40°45'N, 75°50'W; New Ringgold Quadrangle, USGS.",See Am. Birds 37:55 (1983).
12,OAK-MAPLE SLOPE FOREST,40.75,75.83333333333333,"Pennsylvania; Berks Co.; Eckville; River of Rocks; 40°45'N, 75°50'W; New Ringgold Quadrangle, USGS.",See Am. Birds 37:55 (1983).
12,OAK-MAPLE SLOPE FOREST,40.75,75.83333333333333,"Pennsylvania; Berks Co.; Eckville; River of Rocks; 40°45'N, 75°50'W; New Ringgold Quadrangle, USGS.",See Am. Birds 37:55 (1983).
12,OAK-MAPLE SLOPE FOREST,40.75,75.83333333333333,"Pennsylvania; Berks Co.; Eckville; River of Rocks; 40°45'N, 75°50'W; New Ringgold Quadrangle, USCS.",See Am. Birds 37:55 (1983).
12,OAK-MAPLE SLOPE FOREST,40.75,75.83333333333333,"Pennsylvania; Berks Co.; Kempton; River of Rocks; 40°45'N, 75°50'W; New Ringgold Quadrangle, USGS.",See Am. Birds 37:55 (1983).
13,OAK-MAPLE RIDGE-TOP FOREST,40.733333333333334,75.83333333333333,"Pennsylvania; Berks Co.; Kempton; Hawk Mountain Sanctuary; Owl's Head; 40°44'N, 75°50 W; New Ringold Quadrangle USGS.",See Amer. Birds 37: 55 (1983) Coverage. 11 visits; 21 study-hours; 23 NM)! to 23 June; 0606-0905.
13,OAK-MAPLE RIDGE-TOP FOREST,40.733333333333334,75.83333333333333,"Pennsylvania; Berks Co.; Eckville; Owl's Head; 40°44'N, 75°50'W; New Ringgold Quadrangle, USGS.",See Am. Birds 37:55 (1983).
13,OAK-MAPLE RIDGE-TOP FOREST,40.733333333333334,75.83333333333333,"Pennsylvania; Berks Co.; Eckville; Owl's Head; 40°44'N, 75°50'W; New Ringgold Quadrangle, USGS.",See Am. Birds 37:55 (1983).
13,OAK-MAPLE RIDGE-TOP FOREST,40.733333333333334,75.83333333333333,"Pennsylvania; Berks Co.; Eckville; Owl's Head; 40°44'N, 75°50'W; New Ringgold Quadrangle, USGS.",See Am. Birds 37:55 (1983).
13,OAK-MAPLE RIDGE-TOP FOREST,40.733333333333334,75.83333333333333,"Pennsylvania; Berks Co.; Eckville; Owl's Head; 40°44'N, 75°50'W; New Ringgold Quadrangle, USGS.",See Am. Birds 37:55 (1983).
13,OAK-MAPLE RIDGE-TOP FOREST,40.733333333333334,75.83333333333333,"Pennsylvania; Berks (10.; Eckville; Owl's Head; 40°44'N, 75°50'W; New Ringgold Quadrangle, USGS.",See Am. Birds 37:55 (1983).
13,OAK-MAPLE RIDGE-TOP FOREST,40.733333333333334,75.83333333333333,"Pennsylvania; Berks Co.; Kempton; Owl's Head; 40°44'N, 75°50'W; New Ringgold Quadrangle, USGS.",See Am. Birds 37:55 (1983).
14,TULIP TREE-HICKORY FOREST,38.86666666666667,78.13333333333334,"Virginia; Warren Co.; Front Royal; 38°52'N, 78°08'W; Front Royal Quadrangle, USGS.","All trees < 7 cm dbh were counted on a 4-ha sample of the study plot. In total, 2269 individuals of 19 species were counted (567/ha). Species comprising 82% of the total number of trees are: Tulip Tree, 563 (25%); hickory 456 (20%); Flowering Dogwood, 310 (14%); Northern Red Oak, 237 (10%); Chestnut Oak, 103 (5%); Slippery Elm, 81 (4%); White Oak, 76 (3%); Shagbark Hickory. Ground cover was 19% and canopy cover 97% in 10 Circles 20 m in diameter. Average canopy height was 26 m. The number of stems (> 7 cm dbh) along twenty 20-m transects: 35,250 stems/ha (estimated). Flowering Dogwood, Pawpaw, and Spicebush are the most common species in the understory. The soil in the plot is rocky."
15,MESOPHYTIC FOREST I,38.4,78.5,"Virginia; Green Go; Elkton; Cabin Plot; 38°24'N, 78°30'W; Madison Quadrangle, USGS.","The plot lies on east side of the Blue Ridge Mountains; forest continuum, with gravel fire road passing through middle of plot."
15,MESOPHYTIC FOREST I,38.4,78.5,"Virginia; Green Go; Elkton; Cabin Plot; 38°24'N, 78°30'W; Fletcher Quadrangle, USGS.",See /. Field Omit/10!. 60(suppl.):32-33.
16,MESOPHYTIC FOREST II,38.4,78.48333333333333,"Virginia; Green Co.; Elkton; Pocosin Mission; 38°24'N, 78°29'W; Madison Quadrangle, USGS.",The plot lies on east side of the Blue Ridge Mountains; forest continuum with gravel fire road passing through middle of plot. Water: Stream > 1 m wide.
16,MESOPHYTIC FOREST II,38.4,78.48333333333333,"Virginia; Green Go; Elkton; Pocosin Mission; 38°24'N, 78°29'W; Fletcher Quadrangle, USGS.",See ]. Field Ornithol. 60(suppl.):33 (1989).
16,MESOPHYTIC FOREST II,38.4,78.48333333333333,"Virginia; Green Co.; Elkton; Pocosin Mission Plot; 38°24'N, 78°29'W; Fletcher Quadrangle, USGS.",See ]. Field Ornithol. 60 (suppl.):33 (1989). Plot lies on the E side of the Blue Ridge Mountains and is composed of Northern Hardwood Forest that has not been logged for 50 yr. A fire road bisects the census plot.
16,MESOPHYTIC FOREST II,38.4,78.48333333333333,"Virginia; Green 00.; Elkton; Pocosin Mission Plot; 38°24'N, 78°29'W; Fletcher Quadrangle, USGS.",See ]. Field Omit/10!. 60 (Suppl.):33 (1990).
16,MESOPHYTIC FOREST II,38.4,78.48333333333333,"Virginia; Green Co.; Elkton; Pocosin Mission Plot; 38°24'N, 78°29'W; Fletcher Quadrangle, USGS.",See Am. Birds 38:76-77 (1984).
16,MESOPHYTIC FOREST II,38.4,78.48333333333333,"Virginia; Green (30.; Elkton; Pocosin Mission Plot; 38°24'N, 78°29'W; Fletcher Quadrangle, USGS.",See Am. Birds 38:76-77 (1984).
16,MESOPHYTIC FOREST II,38.4,78.48333333333333,"Virginia; Green (10.; Elkton; Pocosin Mission Plot; 38°24'N, 78°29'W; Fletcher Quadrangle, USGS.",See Am. Birds 38:76-77 (1984). Some of the mature trees have died due to gypsy moth damage over the past several years.
16,MESOPHYTIC FOREST II,38.4,78.48333333333333,"Virginia; Green Co.; Elkton; Pocosin Mission Plot; 38°24'N, 78°29'W; Fletcher Quadrangle, USGS.",See Am. Birds 38:76-77 (1984) and]. Field Ornithol. 66(Suppl.):64 (1995). Some of the oak trees have died due to gypsy moth damage.
17,UPLAND BLACK CHERRY FOREST,38.6,79.71666666666667,"West Virginia; Pocahontas Co.; Durbin; 38°36'N, 79°43'W; Thornwood Quadrangle.","A seeded and seldom used forest access road along the top of a spur of Burner Mt., Monongahela Nat. Forest. See Amer. Birds 38:75-76 (1984)."
18,MAPLE-OAK-BEECH FOREST,38.583333333333336,79.75,"West Virginia; Pocahontas C0.; Durbin; 38°35'N, 79°45'W; Durbin Quadrangle, USGS.","A generally level, broad hogback ridge on top of Burner Mt, Monongahela Nat. Forest; no stream present. See Amer. Birds 38:75 (1984)."
19,UNGRAZED OAK-PINE WOODLAND,37.083333333333336,119.71666666666667,"California; Madera Co.; Coarsegold; San Joaquin Experimental Range; 37°05'N, 119°43'W; Millerton Lake West Quadrangle, USGS.","[From 1985 report by JeHrey R. Waters] This is a homogeneous plot that is lightly grazed by cattle. A quantitative habitat description is summarized as follows [density (stems/ 30 ha), basal area (mZ/ha), relative basal area (%), respectively]: Blue Oak, 305, 1,0, 0.15; California Live Oak, 767, 3.0, 0.46; Digger Pine, 471, 2.4, 0.37; California Buckeye, 65, 0.1, 0.02; snag, 9, -, -. The percentage of stem diameters is as follows [8-23 cm, 23-53 cm, and > 53 cm, respectively]: Blue Oak, 53, 38, 9; California Live Oak, 89, 11, 0; Digger Pine, 21, 53, 26; California Buckeye, 100, 0, 0; snag, 100, 0, 0. Canopy cover: 29.5%; average shrub cover: 6.1%; average shrub height: 1.7 m; average shrub cover of 3 dominant shrubs: Ceanothur cuneatut - 2.1%, Arctostaphylos radicans - 1.7%, Ceanothus leucodermis - 1.1%."
19,UNGRAZED OAK-PINE WOODLAND,37.083333333333336,119.71666666666667,"California; Madera Co.; Coarsegold; San Joaquin Experimental Range; 37°05'N, 119°43'W; Millerton Lake West Quadrangle, USGS.",See ]. Field Omit/ml. 60(suppl.):34-35 (1989).
19,UNGRAZED OAK-PINE WOODLAND,37.083333333333336,119.71666666666667,"California; Madera C0.; Coarsegold; San Joaquin Experimental Range-Natural Area; 37°05'N, 119°43'W; Millerton Lake West Quadrangle, USGS.",See ]. Field Ornithol. 60 (Suppl.):3536 (1989). Latitude was reported incorrectly in previous reports.
19,UNGRAZED OAK-PINE WOODLAND,37.083333333333336,119.71666666666667,"California; Madera Co.; Coarsegold; San Joaquin Experimental Range; 37°5'N, 119°43'W; Millerton Lake West Quadrangle, USGS.",See j. Field Ornithol. 6O (Suppl.):34-35 (1989).
19,UNGRAZED OAK-PINE WOODLAND,37.083333333333336,119.71666666666667,"California; Madera (10.; Coarsegold; San Joaquin Experimental Range; 37°5'N, 119°43'W; Millerton Lake West Quadrangle, USGS.",See ]. Field OmithoZ. 60 (Suppl.):34-35 (1989).
20,GRAZED OAK-PINE WOODLAND,37.1,119.73333333333333,"California; Madera Co.; Coarsegold; San Joaquin Experimental Range; 37°06'N, 119°44'W; Millerton Lake West Quadrangle, USGS.","[From 1985 report by Jefirey R. Waters] Two-thirds of the plot (20-ha) has not been grazed or burned for 50 yrs. One-third (10-ha) has been lightly grazed by horses. A storage area for ranch supplies (occupies 4% of the plot area. A quantitative habitat description is summarized as follows [density (stems/30 ha), basal area (mz/ha), relative basal area ('70), respectively]: Blue Oak, 222, 0.5, 0.08; California Live Oak, 444, 1.3, 0.21; Digger Pine, 896, 4.4, 0.70; California Buckeye, 46, 0.1, 0.01; snag, 9, -, -. The percentage of stem diameters is as follows [8-23 cm, 23-53 cm, and >53 cm, respectively]: Blue Oak, 61, 39, 90; California Live Oak, 92, 8, 0; Digger Pine, 22, 52, 26; California Buckeye, 78, 22, 0; snag, 100, 0, 0. Canopy cover: 26.9%; average shrub cover: 20.6%; average shrub height: 2.2 m; average shrub cover of 3 dominant shrubs: Ceanothus cuneatus - 14.3%, Rhamnus crocea - 2.0%, Toxicodendron radicans - 1.7%."
20,GRAZED OAK-PINE WOODLAND,37.1,119.73333333333333,"California; Madera Co.; Coarsegold; San Joaquin Experimental Range; 37°06'N, 119°44'W; Millerton Lake West Quadrangle, USGS.",See J. Field Omit/101. 60(supp1.):35-36 (1989).
20,GRAZED OAK-PINE WOODLAND,37.1,119.73333333333333,"California; Madera Co.; Coarsegold; San Joaquin Experimental Range; 37°6'N, 119°44'W; Millerton Lake West Quadrangle, USGS.",See ]. Field Ornithol. 60 (suppl.):35-36 (1989).
20,GRAZED OAK-PINE WOODLAND,37.1,119.73333333333333,"California; Madera Co.; Coarsegold; San Joaquin Experimental Range; 37°6'N, 119°44'W; Millerton Lake West Quadrangle, USGS.",See]. Field Ornithol. 60 (Suppl.):35-36 (1989).
20,GRAZED OAK-PINE WOODLAND,37.1,119.73333333333333,"California; Madera Co.; Coarsegold; San Joaquin Experimental Range; 37°6'N, 119°44'W; Millerton Lake West Quadrangle, USGS.",See]. Field Ornithol. 60 (Suppl.):35-36 (1989).
20,GRAZED OAK-PINE WOODLAND,37.1,119.73333333333333,"California; Madera Co.; Coarsegold; San Joaquin Experimental Range; 37°6'N, 119°44'W; Millerton Lake West Quadrangle, USGS.",See ]. Field Ornithol. 60 (Suppl.):35-36 (1989).
21,OLD-GROWTH MIXED FOREST,40.21666666666667,105.55,"Colorado; Boulder C0,; Allenspark; Copeland Moraine; 40°13'N, 105°33'W; Allen's Park Quadrangle, USGS.","[From 1987 report] Dry montane old growth mixed coniferous and deciduous forest. Numerous small meadows in forest openings. Several large glacial erratics. A dirt road runs the length of the plot. In 1985 a spruce budworm infestation killed a large proportion of the Douglas-fir leaving many standing dead trees. A quantitative survey of the vegetation gave the following results: trees 7.6-cm diameter and over, based on ten 0.04-ha circular samples: 566/ha living, 331/ ha standing dead; total basal area 25 tha living, 20 mz/ha standing dead. Species comprising 100% of the total number of living trees [figures after each give number of trees/ ha, relative density (%), relative dominance (%), frequency (%), in that sequence]: Ponderosa Pine 220, 39, 68, 100; Douglas-fir 193, 34, 20, 100; Quaking Aspen 124, 22, 8, 60; Lodgepole Pine 25, 4, 4, 20; Narrow-leafed Cottonwood 5, 1, 0.3, 10. Living trees by diameter size class [number of trees/ha, relative density (%), basal area in mz/ha, relative basal area (%), in that sequence]: A (7.6-15.2 cm) 249, 44, 2.3, 9; B (15.2-22.9 cm) 156, 28, 4.3, 17; C (22.9-38.1 cm) 109, 19, 8.1, 32; D (38.1-53.3 cm) 40, 7, 6.6, 26; E (53.3-68.6 cm) 10, 2, 2.8, 11; F (68.6-83.8 cm) 2, 0.4, 1.1, 4. Snags by diameter size class [number of snags/ha, relative density (%), basal area in mz/ha, relative basal area (%), in that sequence]: A (7.615.2 cm) 116, 35, 1.1, 4; B (15.2-22.9 cm) 67, 20, 1.9, 9; C (22.9-38.1 cm) 106, 32, 7.9, 40; D (38.1-53.3 cm) 30, 9, 5.0, 25; E (53.3-68.6 cm) 10, 3, 2.8, 14; F (68.6-83.8 cm) 30, 1, 1.1, 6. Shrub stems/ha 82,750; ground cover 77%; canopy cover 35% (subjective estimate); average canopy height 22 m (range 13-27 m)."
22,OAK-HEMLOCK FOREST,41.36666666666667,72.11666666666666,"Connecticut; New London Co.; New London; Connecticut College Arboretum; 41°22'N, 72°07'W; Uncasville Quadrangle, USGS.","See Amer.Birds 31:57-58 (1977) and Hemond, et a1. (1983. Bull. Torrey Bot. Club 110: 184-194)."
22,OAK-HEMLOCK FOREST,41.36666666666667,72.11666666666666,"Connecticut; New London Co.; New London; Bolleswood Natural Area, Connecticut College Arboretum; 41°22'N, 72°07'W; Uncasville Quadrangle, USGS.","See Am. Birds 31:57-58 (1977) and Hemond, et al. (1983. Bull. Torrey Bot. Club 110:184-194)."
22,OAK-HEMLOCK FOREST,41.36666666666667,72.11666666666666,"Connecticut; New London Co.; New London; Bolleswood Natural Area; 41°22'N, 72°7'W; Uncasville Quadrangle, USGS.",See Am. Birds 37: 73-74 (1983).
23,CLIMAX HEMLOCK-WHITE PINE FOREST,41.71666666666667,73.2,"Connecticut; Litchfield C0,; Litchfield; 41°43'N, 73°12'W; Litchfield Quadrangle, USGS.",See Aud.Field Notes 19:594-595 (1965).
